title,stars,reviews,price,price_tier,category_name,engagement,KU Status,Bestseller,Editors Pick,Goodreads Choice
MACLEOD,4.5,0,2.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"I Survived the Attacks of September 11th, 2001 (I Survived, Book 6)",4.8,0,5.74,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Flush,4.5,0,8.98,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Trumpet of the Swan 50th Anniversary,4.8,0,6.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Dot,4.8,0,9.34,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Kid Youtuber 7: Gamer's Paradise: From the Creator of Diary of a 6th Grade Ninja,4.8,0,9.24,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"Fantastic Beasts and Where to Find Them: The Original Screenplay [Paperback] Rowling, J.K.",4.7,0,13.15,$10-$15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,Yes
Gregor the Overlander,4.6,0,6.49,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Crossed,4.3,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Theodore Boone: The Accused,4.2,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Girl in the Blue Coat,4.5,0,8.66,$5-$10,Children's eBooks,No Reviews,Paid,No,Yes,No
Alcatraz Versus the Shattered Lens,4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Island of Fire (3) (The Unwanteds),4.7,0,9.59,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Dork Diaries: Tales from a Not-So-Popular Party Girl,4.7,0,9.51,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love,4.6,0,7.99,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,Yes,No,No
"Scary Stories to Tell in the Dark (Scary Stories, 1)",4.6,0,6.64,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Fantastic Beasts and Where to Find Them: A Harry Potter Hogwarts Library Book,4.4,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,Yes,No,No
The Chocolate Touch,4.6,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"Warriors Super Edition: Yellowfang's Secret (Warriors Super Edition, 5)",4.8,0,9.19,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Darkest Legacy: A Darkest Minds Novel,4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
The Twisted Ones: Five Nights at Freddy’s (Five Nights at Freddy’s Graphic Novel #2) (2) (Five Nights at Freddy’s Graphic Novels),4.8,0,9.74,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Warriors: Exile from ShadowClan (Warriors Graphic Novel),4.9,0,8.44,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Touching Spirit Bear (Spirit Bear, 1)",4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Scariest. Book. Ever. (Goosebumps House of Shivers #1),4.5,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Bastille vs. the Evil Librarians: Alcatraz Versus the Evil Librarians, Book 6",4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,Yes
The Complete Big Nate: #8 (AMP! Comics for Kids),4.7,0,4.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
"Percy Jackson and the Olympians: Battle of the Labyrinth: The Graphic Novel, The-Percy Jackson and the Olympians (Percy Jackson & the Olympians)",4.7,0,8.59,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Alcatraz Versus the Knights of Crystallia: Alcatraz, Book 3",4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Star Wars: Lost Stars,4.6,0,7.39,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"Lost Stars: Warriors: The Broken Code, Book 1",4.9,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Fantastic Beasts and Where to Find Them (Harry Potter),4.7,0,18.15,Over $15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
The Candy Shop War,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Almost There-A Twisted Tale,4.8,0,12.4,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
The Reptile Room (A Series of Unfortunate Events #2),4.7,0,8.78,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Panda-monium (FunJungle),4.8,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
First Test: Book 1 of the Protector of the Small Quartet,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
"The Merchant of Death: Pendragon, Book 1",4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Trapped! (3) (Framed!),4.8,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Found: The House of Night Other World Series, Book 4",4.9,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Nothing Else But Miracles,4.7,0,16.19,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
A Night Divided (Scholastic Gold),4.7,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Hiccupotamus (Hiccupotamus and Friends),4.6,0,7.29,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
The Jesus Storybook Bible: Every Story Whispers His Name,4.9,0,13.79,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Zeus: Water Rescue: Dogs with a Purpose,4.8,0,13.48,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
"The Wayside School 4-Book Box Set: Sideways Stories from Wayside School, Wayside School Is Falling Down, Wayside School Gets a Little Stranger, Wayside School Beneath the Cloud of Doom",4.9,0,20.49,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Big Nate: The Crowd Goes Wild! (Volume 9),4.6,0,8.23,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Magic Tree House Boxed Set, Books 5-8: Night of the Ninjas, Afternoon on the Amazon, Sunset of the Sabertooth, and Midnight on the Moon",4.8,0,13.8,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
The Son of Neptune: The Graphic Novel (Heroes of Olympus Book 2),4.6,0,19.52,Over $15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"Warriors Super Edition: Moth Flight's Vision (Warriors Super Edition, 8)",4.8,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Gilded Wolves (The Gilded Wolves, 1)",4.2,0,10.05,$10-$15,Children's eBooks,No Reviews,Kindle Unlimited,No,Yes,No
The Complete Big Nate: #16 (AMP! Comics for Kids),4.7,0,4.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
"The Mysterious Benedict Society and the Riddle of Ages (The Mysterious Benedict Society, 4)",4.8,0,9.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Stonekeeper: A Graphic Novel (Amulet #1) (1),4.7,0,9.22,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Rose Petal Graves: The Lost Clan, Book 1",4.2,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
The Complete Big Nate: #15 (AMP! Comics for Kids),4.6,0,4.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
Squirm,4.3,0,6.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"NET, Abide Bible, Cloth over Board, Blue, Comfort Print: Holy Bible",4.8,0,28.16,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Warriors: A Shadow in RiverClan (Warriors Graphic Novel),4.8,0,10.99,$10-$15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
The Book of God: The Bible as Novel,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Pete the Cat and His Four Groovy Buttons,4.9,0,10.49,$10-$15,Children's eBooks,No Reviews,Paid,No,Yes,No
The Girl from the Sea: A Graphic Novel,4.7,0,9.95,$5-$10,Children's eBooks,No Reviews,Paid,No,No,Yes
The Complete Fairy Tales of the Brothers Grimm All-New Third Edition,4.7,0,19.33,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
"Warriors Super Edition: Onestar's Confession (Warriors Super Edition, 15)",4.7,0,11.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Buck the Tiger: A Virgil Creede Novel - No. 1,4.5,0,2.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Moon Over Manifest: (Newbery Medal Winner),4.5,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Kid Youtuber 8: Trending: From the Creator of Diary of a 6th Grade Ninja,4.6,0,9.24,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Small Spaces (Small Spaces Quartet Book 1),4.6,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Tales of Beedle the Bard: A Harry Potter Hogwarts Library Book,4.6,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,Yes,No,No
"Fablehaven, Book 2: Rise of the Evening Star",4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Big Nate Makes the Grade (Volume 4),4.6,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Mysterious Benedict Society and the Prisoner's Dilemma,4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Diary of a 6th Grade Ninja 2: Pirate Invasion,4.7,0,9.24,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
The Hidden Staircase (Nancy Drew Mystery Stories #2),4.6,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Swifts: A Dictionary of Scoundrels,4.5,0,14.69,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
"Rick Riordan Presents: Fire Keeper, The-A Storm Runner Novel, Book 2 (Storm Runner, 2)",4.8,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"The Scrivener's Bones: Alcatraz vs. the Evil Librarians (Alcatraz Versus the Evil Librarians, 2)",4.7,0,8.86,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Dork Diaries 9: Tales from a Not-So-Dorky Drama Queen (9),4.7,0,8.93,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Kitsune the Minecraft Ninja: Book 2: A middle-grade adventure story set in a world of ninjas, magic, and martial arts",4.9,0,3.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"The Runaway King (The Ascendance Series, Book 2)",4.7,0,7.92,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Green Eggs and Ham,4.9,0,7.96,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Big Nate: Dibs on This Chair,4.5,0,6.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Complete Big Nate: #12 (AMP! Comics for Kids),4.6,0,4.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
Reached,4.3,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,Yes,No
"I Survived the Great Chicago Fire, 1871 (I Survived Graphic Novel #7) (I Survived Graphix)",4.8,0,9.89,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Warriors Super Edition: Leopardstar's Honor (Warriors Super Edition, 14)",4.8,0,6.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Warriors: Winds of Change (Warriors Graphic Novel),4.8,0,11.04,$10-$15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
The Secret of the Golden Gods: Omnibus Edition (Books 1-3) Complete Series,4.5,0,6.99,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Big Nate: From the Top (Volume 1),4.6,0,6.91,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Harry Potter y el misterio del príncipe (Harry Potter 6),4.8,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"The Arctic Incident: Artemis Fowl, Book 2",4.6,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Rick Riordan Presents: Aru Shah and the Song of Death-A Pandava Novel Book 2 (Pandava Series),4.8,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Fourth Closet: Five Nights at Freddy’s (Five Nights at Freddy’s Graphic Novel #3) (Five Nights at Freddy’s Graphic Novels),4.8,0,9.22,$5-$10,Children's eBooks,No Reviews,Paid,Yes,No,No
"Inspiring Stories for Brilliant Boys: A Motivational Book About Self-Confidence, Friendship and Courage for Young Readers",4.9,0,5.2,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Curse of the Shadow Dragon: A Branches Book (Dragon Masters #23),4.7,0,5.7,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Wrath & the Dawn (The Wrath and the Dawn),4.5,0,7.68,$5-$10,Children's eBooks,No Reviews,Paid,No,No,Yes
Moon Chosen: Tales of a New World,4.6,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"The Sun Trail: Warriors: Dawn of the Clans, Book 1",4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,Yes
Adventure in Grand Canyon National Park: A Mystery Adventure (National Park Mystery Series),4.8,0,11.84,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
The Complete Big Nate: #5 (amp! Comics for Kids),4.6,0,4.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
"The Titan's Curse: The Graphic Novel (Percy Jackson and the Olympians Series, Book 3)",4.6,0,10.94,$10-$15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,Yes
Karen's Kittycat Club: A Graphic Novel (Baby-Sitters Little Sister #4) (4) (Baby-Sitters Little Sister Graphix),4.7,0,9.03,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Harry Potter e la pietra filosofale (Harry Potter 1),4.7,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
A Young People's History of the United States (For Young People Series),4.8,0,12.69,$10-$15,Children's eBooks,No Reviews,Paid,Yes,No,No
The Ever Storms (3) (Wilderlore),4.7,0,10.24,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
The Complete Big Nate: #4 (amp! Comics for Kids),4.6,0,4.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
A Rover's Story,4.7,0,13.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Trickster's Choice,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
City of Ghosts (1),4.5,0,6.78,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Discovery in Great Sand Dunes National Park: A Mystery Adventure (National Park Mystery Series),4.8,0,11.95,$10-$15,Children's eBooks,No Reviews,Paid,Yes,No,No
"Heroes of Olympus, Book One: The Lost Hero: The Graphic Novel (The Heroes of Olympus: The Graphic Novel 1)",4.7,0,9.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Middle School, The Worst Years of My Life (Middle School, 1)",4.6,0,8.0,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Paladin (The Dragonrider Heritage Book 7),4.8,0,7.99,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"Story of the World, Vol. 4 Revised Edition: History for the Classical Child: The Modern Age",4.8,0,21.95,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Out of Time!,4.9,0,18.47,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Tiger's Curse,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Ungifted,4.7,0,6.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Attack of the Black Rectangles,4.6,0,13.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
"ReDawn: Skyward Flight, Novella 2",4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
"Over Sea, Under Stone: Book 1 of The Dark Is Rising Sequence",4.5,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
A Monster Calls: Inspired by an Idea from Siobhan Dowd,4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,Yes
"Lost: The House of Night Other World Series, Book 2",4.9,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Tweet Cute,4.3,0,10.29,$10-$15,Children's eBooks,No Reviews,Kindle Unlimited,No,Yes,No
Echo,4.7,0,10.99,$10-$15,Children's eBooks,No Reviews,Paid,No,Yes,No
"Unequal Childhoods: Class, Race, and Family Life, 2nd Edition with an Update a Decade Later",4.7,0,29.95,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Blue Moon: The Immortals,4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Glitch,4.7,0,9.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Area 51 Files,4.5,0,13.49,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Karen's Worst Day: A Graphic Novel (Baby-Sitters Little Sister #3) (3) (Baby-Sitters Little Sister Graphix),4.8,0,7.74,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Complete Big Nate: #6 (amp! Comics for Kids),4.7,0,4.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
"Tiger's Quest: Tiger's Curse, Book 2",4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Frog and Toad Storybook Favorites: Includes 4 Stories Plus Stickers! (I Can Read Level 2),4.9,0,9.49,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Sign of the Beaver: A Newbery Honor Award Winner,4.7,0,9.47,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Four Me? A Graphic Novel (Catwad #4) (4),4.8,0,7.69,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Language of Thorns: Midnight Tales and Dangerous Magic,4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,Yes
Everything You Need to Ace Computer Science and Coding in One Big Fat Notebook: The Complete Middle School Study Guide (Big Fat Notebooks),4.8,0,10.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
"Tempests and Slaughter: The Numair Chronicles, Book 1",4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,Yes,No
Infinity: Chronicles of Nick,4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
"The Fiery Heart: Bloodlines, Book 4",4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Katie the Catsitter #3: Secrets and Sidekicks: (A Graphic Novel),4.9,0,10.6,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
A Beautiful Friendship (Honor Harrington - Star Kingdom Book 1),4.6,0,6.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Magyk: Septimus Heap, Book One",4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
"The Hazel Wood (Hazel Wood, 1)",4.2,0,8.01,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Treecat Wars (Honor Harrington - Star Kingdom Book 3),4.6,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Inferno: Chronicles of Nick, Book 4",4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
"Bloodhound: The Legend of Beka Cooper, Book 2",4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Tales from a Not-So-Talented Pop Star (Dork Diaries #3),4.7,0,9.77,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Learn English Through Stories: 16 Stories to Improve Your English Vocabulary (Learn English Through Stories: 16 Stories to Improve Your English Grammar and English Vocabulary),4.4,0,9.24,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
STAR WARS: THRAWN [NEW PRINTING],4.7,0,16.19,Over $15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Evermore,4.4,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,Yes
The Dark Talent: Alcatraz vs the Evil Librarians,4.5,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,Yes
The Rolling Stones,4.6,0,5.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Boy at the Top of the Mountain,4.4,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Pet,4.6,0,10.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Big Nate: Game On! (Volume 6),4.6,0,9.04,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Junie B. Jones and the Stupid Smelly Bus (Junie B. Jones, No. 1)",4.7,0,4.0,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
Big Nate: Destined for Awesomeness (Big Nate TV Series Graphic Novel),4.7,0,7.5,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Dark Is Rising: Book 2 of The Dark Is Rising Sequence,4.5,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
How to Train Your Dragon,4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Matched Trilogy box set,4.6,0,34.15,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
The Lucky List,4.6,0,10.19,$10-$15,Children's eBooks,No Reviews,Paid,No,Yes,No
Blubber,4.6,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Cool Code,4.3,0,1.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
Pedro Páramo,4.3,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
The Darkest Part of the Forest,4.4,0,10.39,$10-$15,Children's eBooks,No Reviews,Paid,No,Yes,No
Free Lunch,4.7,0,8.95,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Young Elites,4.3,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,Yes,No
Island of Dragons (7) (The Unwanteds),4.8,0,9.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Seraphina (Seraphina Series),4.4,0,7.69,$5-$10,Children's eBooks,No Reviews,Paid,No,Yes,No
Captain Underpants and the Tyrannical Retaliation of the Turbo Toilet 2000: Color Edition (Captain Underpants #11) (11),4.8,0,7.76,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Mariel of Redwall (Redwall, Book 4)",4.8,0,9.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"The Cricket in Times Square: Revised and updated edition with foreword by Stacey Lee (Chester Cricket and His Friends, 1)",4.7,0,6.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Flora and Ulysses: The Illuminated Adventures,4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
The Penderwicks Paperback 5-Book Boxed Set: The Penderwicks; The Penderwicks on Gardam Street; The Penderwicks at Point Mouette; The Penderwicks in Spring; The Penderwicks at Last,4.9,0,33.34,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Scary Stories to Tell in the Dark: Three Books to Chill Your Bones,4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,Yes,No,No
Elsewhere: A Novel,4.4,0,8.39,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Creepy Carrots! (Creepy Tales!),4.8,0,14.39,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
"The Shadow Throne (The Ascendance Series, Book 3)",4.7,0,7.79,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Theodore Boone: The Fugitive: Theodore Boone,4.3,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Karen's Witch (Baby-Sitters Little Sister Graphix),4.7,0,6.7,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Fantastic Beasts: The Crimes of Grindelwald, The Original Screenplay",4.7,0,14.53,$10-$15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Prettiest,4.6,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Kiki's Delivery Service: The classic that inspired the beloved animated film,4.8,0,8.59,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Mattimeo (Redwall, Book 3)",4.8,0,9.37,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Sisterhood of the Traveling Pants (Book 1),4.5,0,6.98,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Look Both Ways: A Tale Told in Ten Blocks,4.7,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"The Outlaws Scarlett and Browne: The Outlaws, Book 1",4.5,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,Yes,No
Star Wars: Padawan,4.5,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Flying Lessons & Other Stories,4.6,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Complete Big Nate: #9 (AMP! Comics for Kids),4.6,0,4.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
Code of Honor,4.8,0,10.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
"Tokyo Ever After (Tokyo Ever After, 1)",4.4,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,Yes,No
Skeleton Key (Alex Rider Adventure),4.6,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Dress Coded,4.7,0,7.64,$5-$10,Children's eBooks,No Reviews,Paid,No,Yes,No
The Bad Seed Goes to the Library (I Can Read Level 1),4.7,0,4.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
The Last Kids on Earth and the Forbidden Fortress,4.9,0,9.34,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Enrique's Journey: The Story of a Boy's Dangerous Odyssey to Reunite with His Mother,4.5,0,10.47,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Page: Book 2 of the Protector of the Small Quartet,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
All Thirteen: The Incredible Cave Rescue of the Thai Boys' Soccer Team,4.7,0,15.02,Over $15,Children's eBooks,No Reviews,Paid,No,Yes,No
"Tales from a Not-So-Graceful Ice Princess (Dork Diaries, No. 4)",4.7,0,9.84,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Midnight Horizon: Star Wars: The High Republic,4.4,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
"Forgotten: The House of Night Other World, Book 3",4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
This Boy: The Early Lives of John Lennon & Paul McCartney,4.4,0,17.99,Over $15,Children's eBooks,No Reviews,Paid,No,Yes,No
in a New World: Book 12 (Steve the Noob in a New World (Saga 2)),4.8,0,2.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Story of a Girl,4.0,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Love That Dog,4.6,0,6.0,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Nate the Great Set, Books 1 - 10",4.5,0,40.99,Over $15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Pursuing Happiness: A Bedford Spotlight Reader,4.4,0,51.99,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
"Drums, Girls, and Dangerous Pie",4.7,0,8.79,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Mixed Up,4.4,0,15.65,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Schooled,4.7,0,7.79,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Captain Underpants and the Terrifying Return of Tippy Tinkletrousers: Color Edition (Captain Underpants #9),4.8,0,8.84,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Enola Holmes Mystery Series,4.8,0,34.5,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
